ds,y
2017-12-26,97.29
2017-12-27,97.12
2017-12-28,97.66
2017-12-29,96.96
2018-01-02,96.98
2018-01-03,96.82
2018-01-04,98.75
2018-01-05,98.76
2018-01-08,98.14
2018-01-09,99.01
2018-01-10,100.42
2018-01-11,101.67
2018-01-12,102.65
2018-01-16,101.67
2018-01-17,101.64
2018-01-18,100.68
2018-01-19,101.63
2018-01-22,102.71
2018-01-23,102.92
2018-01-24,102.49
2018-01-25,101.51
2018-01-26,102.14
2018-01-29,101.84
2018-01-30,100.74
2018-01-31,101.22
2018-02-01,101.96
2018-02-02,98.89
2018-02-05,94.44
2018-02-06,95.85
2018-02-07,95.53
2018-02-08,89.38
2018-02-09,89.98
2018-02-12,93.08
2018-02-13,93.2
2018-02-14,95.23
2018-02-15,96.49
2018-02-16,97.33
2018-02-20,96.28
2018-02-21,95.24
2018-02-22,94.53
2018-02-23,96.85
2018-02-26,98.52
2018-02-27,97.05
2018-02-28,95.76
2018-03-01,94.37
2018-03-02,94.58
2018-03-05,95.73
2018-03-06,95.87
2018-03-07,95.47
2018-03-08,95.98
2018-03-09,98.56
2018-03-12,98.24
2018-03-13,96.63
2018-03-14,95.05
2018-03-15,95.88
2018-03-16,97.16
2018-03-19,96.47
2018-03-20,96.49
2018-03-21,96.01
2018-03-22,92.56
2018-03-23,90.35
2018-03-26,92.97
2018-03-27,91.55
2018-03-28,92.18
2018-03-29,93.7
2018-04-02,91.68
2018-04-03,93.33
2018-04-04,94.22
2018-04-05,95.36
2018-04-06,92.62
2018-04-09,93.39
2018-04-10,94.68
2018-04-11,93.24
2018-04-12,94.74
2018-04-13,94.26
2018-04-16,94.76
2018-04-17,95.32
2018-04-18,94.99
2018-04-19,96.17
2018-04-20,95.81
2018-04-23,95.34
2018-04-24,95.26
2018-04-25,90.71
2018-04-26,89.63
2018-04-27,89.69
2018-04-30,88.62
2018-05-01,87.69
2018-05-02,87.21
2018-05-03,85.97
2018-05-04,87.09
2018-05-07,86.95
2018-05-08,88.18
2018-05-09,90.07
2018-05-10,90.62
2018-05-11,90.97
2018-05-14,91.52
2018-05-15,92.96
2018-05-16,94.04
2018-05-17,95.01
2018-05-18,94.7
2018-05-21,94.81
2018-05-22,95.01
2018-05-23,93.96
2018-05-24,93.62
2018-05-25,93.11
2018-05-29,90.02
2018-05-30,91.54
2018-05-31,92.32
2018-06-01,93.07
2018-06-04,93.73
2018-06-05,92.66
2018-06-06,94.73
2018-06-07,95.03
2018-06-08,95.23
2018-06-11,94.54
2018-06-12,94.55
2018-06-13,94.29
2018-06-14,94.56
2018-06-15,95.52
2018-06-18,95.69
2018-06-19,94.62
2018-06-20,93.99
2018-06-21,93.55
2018-06-22,93.31
2018-06-25,92.79
2018-06-26,92.06
2018-06-27,90.68
2018-06-28,90.8
2018-06-29,90.25
2018-07-02,92.1
2018-07-03,91.28
2018-07-05,91.0
2018-07-06,91.24
2018-07-09,94.83
2018-07-10,94.29
2018-07-11,93.61
2018-07-12,93.54
2018-07-13,92.9
2018-07-16,94.19
2018-07-17,94.26
