ds,y
2005-11-18,3.16
2005-11-21,3.27
2005-11-22,2.94
2005-11-23,2.98
2005-11-25,2.96
2005-11-28,2.96
2005-11-29,2.67
2005-11-30,2.81
2005-12-01,2.89
2005-12-02,3.08
2005-12-05,3.21
2005-12-06,3.09
2005-12-07,3.21
2005-12-08,3.19
2005-12-09,3.12
2005-12-12,3.19
2005-12-13,3.2
2005-12-14,3.38
2005-12-15,3.42
2005-12-16,3.46
2005-12-19,3.31
2005-12-20,3.51
2005-12-21,3.57
2005-12-22,3.59
2005-12-23,3.9
2005-12-27,4.16
2005-12-28,4.54
2005-12-29,4.98
2005-12-30,4.79
2006-01-03,4.17
2006-01-04,3.96
2006-01-05,4.45
2006-01-06,4.43
2006-01-09,4.48
2006-01-10,4.69
2006-01-11,4.71
2006-01-12,4.81
2006-01-13,4.88
2006-01-17,4.77
2006-01-18,4.82
2006-01-19,4.85
2006-01-20,4.78
2006-01-23,4.66
2006-01-24,4.59
2006-01-25,4.61
2006-01-26,4.69
2006-01-27,4.8
2006-01-30,5.04
2006-01-31,5.0
2006-02-01,4.88
2006-02-02,4.93
2006-02-03,4.86
2006-02-06,4.9
2006-02-07,3.87
2006-02-08,3.68
2006-02-09,3.69
2006-02-10,3.74
2006-02-13,3.78
2006-02-14,3.79
2006-02-15,3.63
2006-02-16,3.6
2006-02-17,3.62
2006-02-21,3.42
2006-02-22,3.52
2006-02-23,3.64
2006-02-24,3.6
2006-02-27,3.57
2006-02-28,3.52
2006-03-01,3.58
2006-03-02,3.65
2006-03-03,3.61
2006-03-06,3.58
2006-03-07,3.54
2006-03-08,3.37
2006-03-09,3.38
2006-03-10,3.32
2006-03-13,3.43
2006-03-14,3.7
2006-03-15,3.72
2006-03-16,3.78
2006-03-17,3.76
2006-03-20,3.88
2006-03-21,3.86
2006-03-22,3.9
2006-03-23,3.94
2006-03-24,4.12
2006-03-27,4.28
2006-03-28,4.11
2006-03-29,4.25
2006-03-30,4.11
2006-03-31,4.05
2006-04-03,4.07
2006-04-04,4.11
2006-04-05,4.12
2006-04-06,4.09
2006-04-07,4.05
2006-04-10,3.98
2006-04-11,3.9
2006-04-12,3.89
2006-04-13,3.94
2006-04-17,4.03
2006-04-18,4.05
2006-04-19,4.12
2006-04-20,4.12
2006-04-21,4.11
2006-04-24,4.17
2006-04-25,4.09
2006-04-26,4.62
2006-04-27,4.73
2006-04-28,4.6
2006-05-01,4.59
2006-05-02,4.51
2006-05-03,4.46
2006-05-04,4.58
2006-05-05,4.6
2006-05-08,4.53
2006-05-09,4.69
2006-05-10,4.61
2006-05-11,4.6
2006-05-12,4.42
2006-05-15,4.44
2006-05-16,4.47
2006-05-17,4.4
2006-05-18,4.13
2006-05-19,4.3
2006-05-22,4.33
2006-05-23,4.41
2006-05-24,4.4
2006-05-25,4.27
2006-05-26,4.3
2006-05-30,4.31
2006-05-31,4.46
2006-06-01,4.66
2006-06-02,4.64
2006-06-05,4.54
2006-06-06,4.49
2006-06-07,4.38
2006-06-08,4.33
2006-06-09,4.41
2006-06-12,4.36
2006-06-13,4.47
2006-06-14,4.62
2006-06-15,4.64
2006-06-16,4.83
2006-06-19,4.93
2006-06-20,4.7
2006-06-21,4.72
2006-06-22,4.62
2006-06-23,4.69
2006-06-26,4.67
2006-06-27,4.61
2006-06-28,4.8
2006-06-29,5.09
2006-06-30,5.33
2006-07-03,5.35
2006-07-05,5.36
2006-07-06,5.32
2006-07-07,4.84
2006-07-10,4.91
2006-07-11,5.12
2006-07-12,5.04
2006-07-13,4.95
2006-07-14,4.89
2006-07-17,4.9
2006-07-18,4.81
2006-07-19,5.14
2006-07-20,5.25
2006-07-21,5.08
2006-07-24,5.32
2006-07-25,5.18
2006-07-26,5.08
2006-07-27,4.96
2006-07-28,5.1
2006-07-31,5.02
2006-08-01,4.88
2006-08-02,4.62
2006-08-03,4.68
2006-08-04,4.66
2006-08-07,4.56
2006-08-08,4.4
2006-08-09,4.18
2006-08-10,4.24
2006-08-11,4.06
2006-08-14,4.06
2006-08-15,4.34
2006-08-16,4.4
2006-08-17,4.38
2006-08-18,4.41
2006-08-21,4.37
2006-08-22,4.44
2006-08-23,4.36
2006-08-24,4.32
2006-08-25,4.36
2006-08-28,4.48
2006-08-29,4.4
2006-08-30,4.36
2006-08-31,4.3
2006-09-01,4.24
2006-09-05,4.35
2006-09-06,4.2
2006-09-07,4.08
2006-09-08,4.18
2006-09-11,4.51
2006-09-12,4.8
2006-09-13,4.78
2006-09-14,4.9
2006-09-15,4.95
2006-09-18,5.0
2006-09-19,5.02
2006-09-20,5.03
2006-09-21,5.11
2006-09-22,5.16
2006-09-25,5.11
2006-09-26,5.04
2006-09-27,5.12
2006-09-28,5.03
2006-09-29,5.0
2006-10-02,4.97
2006-10-03,4.99
2006-10-04,5.26
2006-10-05,5.3
2006-10-06,5.36
2006-10-09,5.37
2006-10-10,5.69
2006-10-11,5.56
2006-10-12,5.81
2006-10-13,5.99
2006-10-16,6.08
2006-10-17,5.83
2006-10-18,5.82
2006-10-19,5.8
2006-10-20,5.73
2006-10-23,5.87
2006-10-24,5.81
2006-10-25,5.89
2006-10-26,5.97
2006-10-27,5.83
2006-10-30,5.84
2006-10-31,5.79
2006-11-01,5.84
2006-11-02,5.44
2006-11-03,5.65
2006-11-06,5.65
2006-11-07,5.72
2006-11-08,5.72
2006-11-09,5.61
2006-11-10,5.71
2006-11-13,5.55
2006-11-14,5.66
2006-11-15,5.86
2006-11-16,5.78
2006-11-17,5.82
2006-11-20,5.95
2006-11-21,5.99
2006-11-22,5.96
2006-11-24,5.95
2006-11-27,6.04
2006-11-28,5.83
2006-11-29,5.77
2006-11-30,5.86
2006-12-01,5.8
2006-12-04,5.84
2006-12-05,6.2
2006-12-06,6.37
2006-12-07,6.3
2006-12-08,6.36
2006-12-11,6.38
2006-12-12,6.19
2006-12-13,6.12
2006-12-14,6.22
2006-12-15,6.33
2006-12-18,6.3
2006-12-19,6.3
2006-12-20,6.35
2006-12-21,6.42
2006-12-22,6.24
2006-12-26,6.28
2006-12-27,6.35
2006-12-28,6.4
2006-12-29,6.31
2007-01-03,6.19
2007-01-04,6.15
2007-01-05,6.04
2007-01-08,6.12
2007-01-09,6.11
2007-01-10,6.25
2007-01-11,6.26
2007-01-12,6.2
2007-01-16,6.34
2007-01-17,6.36
2007-01-18,6.34
2007-01-19,6.38
2007-01-22,5.88
2007-01-23,6.18
2007-01-24,6.34
2007-01-25,6.22
2007-01-26,6.26
2007-01-29,6.43
2007-01-30,6.54
2007-01-31,6.35
2007-02-01,5.9
2007-02-02,5.72
2007-02-05,5.66
2007-02-06,5.77
2007-02-07,5.99
2007-02-08,6.11
2007-02-09,6.01
2007-02-12,5.9
2007-02-13,5.86
2007-02-14,5.94
2007-02-15,5.94
2007-02-16,5.99
2007-02-20,6.1
2007-02-21,5.98
2007-02-22,5.98
2007-02-23,5.96
2007-02-26,5.95
2007-02-27,5.69
2007-02-28,5.74
2007-03-01,5.74
2007-03-02,5.6
2007-03-05,5.46
2007-03-06,5.75
2007-03-07,5.64
2007-03-08,5.77
2007-03-09,5.81
2007-03-12,5.84
2007-03-13,5.67
2007-03-14,5.83
2007-03-15,5.88
2007-03-16,5.85
2007-03-19,6.09
2007-03-20,6.12
2007-03-21,6.24
2007-03-22,6.25
2007-03-23,6.4
2007-03-26,6.38
2007-03-27,6.21
2007-03-28,6.18
2007-03-29,6.34
2007-03-30,6.41
2007-04-02,6.4
2007-04-03,6.54
2007-04-04,6.42
2007-04-05,6.52
2007-04-09,6.6
2007-04-10,6.63
2007-04-11,6.58
2007-04-12,6.58
2007-04-13,6.49
2007-04-16,6.56
2007-04-17,6.49
2007-04-18,6.34
2007-04-19,6.38
2007-04-20,6.44
2007-04-23,6.35
2007-04-24,6.26
2007-04-25,6.38
2007-04-26,6.2
2007-04-27,6.16
2007-04-30,6.31
2007-05-01,5.76
2007-05-02,5.74
2007-05-03,5.56
2007-05-04,5.65
2007-05-07,5.6
2007-05-08,5.64
2007-05-09,5.61
2007-05-10,5.47
2007-05-11,5.57
2007-05-14,5.48
2007-05-15,5.35
2007-05-16,5.43
2007-05-17,5.61
2007-05-18,5.81
2007-05-21,6.01
2007-05-22,6.02
2007-05-23,5.88
2007-05-24,5.79
2007-05-25,5.92
2007-05-29,5.86
2007-05-30,5.94
2007-05-31,5.98
2007-06-01,6.01
